"PRACOWNIK"; "53198"; "MONIKA"; "35j0ksih0nz"; 


"PRACOWNIK"; "58348"; "ZBIGNIEW"; "b3jinndoqfu"; 


"PRACOWNIK"; "58576"; "KRYSTYNA"; "vsjwdadsczt"; 


"PRACOWNIK"; "58670"; "ZBIGNIEW"; "pujrrta1hvy"; 


"PRACOWNIK"; "58674"; "EWA"; "bggmwxvzoyu"; 
"DZIEN"; "01.10.2012"; "6:00"; 
"DZIEN"; "02.10.2012"; "6:00"; 
"DZIEN"; "03.10.2012"; "6:00"; 
"DZIEN"; "04.10.2012"; "6:00"; 
"DZIEN"; "05.10.2012"; "6:00"; 
"DZIEN"; "08.10.2012"; "14:00"; 
"DZIEN"; "09.10.2012"; "14:00"; 
"DZIEN"; "10.10.2012"; "14:00"; 
"DZIEN"; "11.10.2012"; "14:00"; 
"DZIEN"; "12.10.2012"; "14:00"; 
"DZIEN"; "15.10.2012"; "6:00"; 
"DZIEN"; "16.10.2012"; "6:00"; 
"DZIEN"; "17.10.2012"; "6:00"; 
"DZIEN"; "18.10.2012"; "6:00"; 
"DZIEN"; "19.10.2012"; "6:00"; 
"DZIEN"; "22.10.2012"; "14:00"; 
"DZIEN"; "23.10.2012"; "14:00"; 
"DZIEN"; "24.10.2012"; "14:00"; 
"DZIEN"; "25.10.2012"; "14:00"; 
"DZIEN"; "26.10.2012"; "14:00"; 
"DZIEN"; "29.10.2012"; "6:00"; 
"DZIEN"; "30.10.2012"; "6:00"; 
"DZIEN"; "05.11.2012"; "14:00"; 
"DZIEN"; "06.11.2012"; "14:00"; 
"DZIEN"; "07.11.2012"; "14:00"; 
"DZIEN"; "08.11.2012"; "14:00"; 
"DZIEN"; "09.11.2012"; "14:00"; 
"DZIEN"; "12.11.2012"; "6:00"; 
"DZIEN"; "13.11.2012"; "6:00"; 
"DZIEN"; "14.11.2012"; "6:00"; 
"DZIEN"; "15.11.2012"; "6:00"; 
"DZIEN"; "16.11.2012"; "6:00"; 
"DZIEN"; "19.11.2012"; "14:00"; 
"DZIEN"; "20.11.2012"; "14:00"; 
"DZIEN"; "21.11.2012"; "14:00"; 
"DZIEN"; "22.11.2012"; "14:00"; 
"DZIEN"; "23.11.2012"; "14:00"; 
"DZIEN"; "26.11.2012"; "6:00"; 
"DZIEN"; "27.11.2012"; "6:00"; 
"DZIEN"; "28.11.2012"; "6:00"; 
"DZIEN"; "29.11.2012"; "6:00"; 
"DZIEN"; "30.11.2012"; "6:00"; 
"DZIEN"; "26.01.2013"; "Brak danych."; 
"DZIEN"; "01.02.2013"; "14:00"; 
"DZIEN"; "25.04.2013"; "14:00"; 
"DZIEN"; "14.06.2013"; "6:00"; 
"DZIEN"; "05.07.2013"; "14:00"; 
"DZIEN"; "30.08.2013"; "14:00"; 
"DZIEN"; "31.10.2013"; "6:00"; 
"DZIEN"; "08.11.2013"; "14:00"; 
"DZIEN"; "31.01.2014"; "14:00"; 
"DZIEN"; "14.02.2014"; "14:00"; 
"DZIEN"; "14.04.2014"; "6:00"; 
"DZIEN"; "13.05.2014"; "6:00"; 
"DZIEN"; "20.05.2014"; "14:00"; 
"DZIEN"; "06.10.2014"; "14:00"; 
"DZIEN"; "19.12.2014"; "14:00"; 
"DZIEN"; "04.09.2015"; "6:00"; 
"DZIEN"; "30.10.2015"; "6:00"; 
"DZIEN"; "24.03.2016"; "14:00"; 
"DZIEN"; "13.05.2016"; "14:00"; 
"DZIEN"; "08.07.2016"; "14:00"; 
"DZIEN"; "13.09.2016"; "14:00"; 
"DZIEN"; "21.10.2016"; "6:00"; 
"DZIEN"; "19.07.2017"; "6:00"; 
"DZIEN"; "04.10.2017"; "14:00"; 
"DZIEN"; "15.02.2018"; "14:00"; 
"DZIEN"; "19.04.2018"; "6:00"; 
"DZIEN"; "11.05.2018"; "14:00"; 
"DZIEN"; "07.08.2018"; "6:00"; 
"DZIEN"; "27.09.2018"; "14:00"; 
"DZIEN"; "15.10.2018"; "6:00"; 
"DZIEN"; "19.07.2019"; "14:00"; 
"DZIEN"; "30.08.2019"; "14:00"; 


"PRACOWNIK"; "58700"; "DANUTA"; "wexhu5gqqio"; 
"DZIEN"; "01.10.2012"; "7:11"; 
"DZIEN"; "02.10.2012"; "7:00"; 
"DZIEN"; "03.10.2012"; "7:04"; 
"DZIEN"; "04.10.2012"; "7:00"; 
"DZIEN"; "05.10.2012"; "7:00"; 
"DZIEN"; "08.10.2012"; "7:04"; 
"DZIEN"; "10.10.2012"; "7:04"; 
"DZIEN"; "11.10.2012"; "7:13"; 
"DZIEN"; "15.10.2012"; "7:06"; 
"DZIEN"; "16.10.2012"; "7:11"; 
"DZIEN"; "17.10.2012"; "7:00"; 
"DZIEN"; "18.10.2012"; "7:00"; 
"DZIEN"; "19.10.2012"; "7:00"; 
"DZIEN"; "22.10.2012"; "7:02"; 
"DZIEN"; "23.10.2012"; "7:08"; 
"DZIEN"; "24.10.2012"; "7:00"; 
"DZIEN"; "25.10.2012"; "7:00"; 
"DZIEN"; "26.10.2012"; "7:00"; 
"DZIEN"; "29.10.2012"; "7:00"; 
"DZIEN"; "30.10.2012"; "7:11"; 
"DZIEN"; "31.10.2012"; "7:05"; 
"DZIEN"; "05.11.2012"; "7:01"; 
"DZIEN"; "06.11.2012"; "7:03"; 
"DZIEN"; "07.11.2012"; "7:00"; 
"DZIEN"; "08.11.2012"; "7:00"; 
"DZIEN"; "09.11.2012"; "7:00"; 
"DZIEN"; "12.11.2012"; "7:00"; 
"DZIEN"; "13.11.2012"; "7:00"; 
"DZIEN"; "14.11.2012"; "7:00"; 
"DZIEN"; "15.11.2012"; "7:11"; 
"DZIEN"; "16.11.2012"; "7:00"; 
"DZIEN"; "19.11.2012"; "7:11"; 
"DZIEN"; "20.11.2012"; "7:11"; 
"DZIEN"; "21.11.2012"; "7:08"; 
"DZIEN"; "22.11.2012"; "7:00"; 
"DZIEN"; "23.11.2012"; "7:06"; 
"DZIEN"; "26.11.2012"; "7:00"; 
"DZIEN"; "27.11.2012"; "7:01"; 
"DZIEN"; "28.11.2012"; "7:00"; 
"DZIEN"; "29.11.2012"; "6:30"; 
"DZIEN"; "30.11.2012"; "7:00"; 
"DZIEN"; "18.04.2013"; "8:00"; 
"DZIEN"; "24.09.2013"; "8:00"; 
"DZIEN"; "30.10.2013"; "8:00"; 
"DZIEN"; "04.11.2013"; "8:00"; 
"DZIEN"; "10.12.2013"; "8:00"; 
"DZIEN"; "18.12.2013"; "8:00"; 
"DZIEN"; "19.12.2013"; "8:00"; 
"DZIEN"; "20.12.2013"; "8:00"; 
"DZIEN"; "28.04.2014"; "8:00"; 
"DZIEN"; "17.06.2015"; "8:00"; 
"DZIEN"; "28.12.2015"; "8:00"; 
"DZIEN"; "11.08.2016"; "8:00"; 
"DZIEN"; "13.10.2016"; "8:00"; 
"DZIEN"; "27.10.2016"; "8:00"; 
"DZIEN"; "19.12.2016"; "8:00"; 
"DZIEN"; "19.01.2017"; "8:00"; 
"DZIEN"; "03.04.2017"; "8:00"; 
"DZIEN"; "07.04.2017"; "8:00"; 
"DZIEN"; "05.07.2018"; "7:00"; 
"DZIEN"; "06.12.2018"; "7:00"; 
"DZIEN"; "22.05.2019"; "7:00"; 
"DZIEN"; "23.05.2019"; "7:00"; 
"DZIEN"; "27.05.2019"; "7:00"; 
"DZIEN"; "17.07.2019"; "7:00"; 
"DZIEN"; "15.10.2019"; "7:00"; 
"DZIEN"; "05.11.2019"; "7:00"; 


"PRACOWNIK"; "58736"; "JANINA"; "rvpydl0yty2"; 
"DZIEN"; "01.10.2012"; "14:00"; 
"DZIEN"; "02.10.2012"; "14:00"; 
"DZIEN"; "03.10.2012"; "14:00"; 
"DZIEN"; "04.10.2012"; "14:00"; 
"DZIEN"; "05.10.2012"; "14:00"; 
"DZIEN"; "08.10.2012"; "6:00"; 
"DZIEN"; "09.10.2012"; "6:00"; 
"DZIEN"; "10.10.2012"; "6:00"; 
"DZIEN"; "11.10.2012"; "6:00"; 
"DZIEN"; "12.10.2012"; "6:00"; 
"DZIEN"; "15.10.2012"; "14:00"; 
"DZIEN"; "16.10.2012"; "14:00"; 
"DZIEN"; "17.10.2012"; "14:00"; 
"DZIEN"; "18.10.2012"; "14:00"; 
"DZIEN"; "19.10.2012"; "14:00"; 
"DZIEN"; "22.10.2012"; "6:00"; 
"DZIEN"; "23.10.2012"; "6:00"; 
"DZIEN"; "24.10.2012"; "6:00"; 
"DZIEN"; "25.10.2012"; "6:00"; 
"DZIEN"; "26.10.2012"; "6:00"; 
"DZIEN"; "29.10.2012"; "14:00"; 
"DZIEN"; "30.10.2012"; "14:00"; 
"DZIEN"; "31.10.2012"; "14:00"; 
"DZIEN"; "05.11.2012"; "6:00"; 
"DZIEN"; "06.11.2012"; "6:00"; 
"DZIEN"; "07.11.2012"; "6:00"; 
"DZIEN"; "08.11.2012"; "6:00"; 
"DZIEN"; "09.11.2012"; "6:00"; 
"DZIEN"; "12.11.2012"; "14:00"; 
"DZIEN"; "13.11.2012"; "14:00"; 
"DZIEN"; "14.11.2012"; "14:00"; 
"DZIEN"; "15.11.2012"; "14:00"; 
"DZIEN"; "16.11.2012"; "14:00"; 
"DZIEN"; "19.11.2012"; "6:00"; 
"DZIEN"; "20.11.2012"; "6:00"; 
"DZIEN"; "21.11.2012"; "6:00"; 
"DZIEN"; "22.11.2012"; "6:00"; 
"DZIEN"; "23.11.2012"; "6:00"; 
"DZIEN"; "26.11.2012"; "14:00"; 
"DZIEN"; "27.11.2012"; "14:00"; 
"DZIEN"; "28.11.2012"; "14:00"; 
"DZIEN"; "29.11.2012"; "14:00"; 
"DZIEN"; "30.11.2012"; "14:00"; 


"PRACOWNIK"; "58767"; "JOANNA"; "0nt321ahccw"; 


